SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
132,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-08-2016 08:00,313.04
133,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-08-2016 11:00,700.488
134,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-08-2016 14:00,650.336
135,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-08-2016 17:00,565.075
136,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-08-2016 08:00,189.009
137,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-08-2016 11:00,167.212
138,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-08-2016 14:00,147.14
139,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-08-2016 17:00,137.388
140,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-08-2016 08:00,177.236
141,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-08-2016 11:00,212.119
142,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-08-2016 14:00,189.052
143,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-08-2016 17:00,201.06
144,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,09-08-2016 08:00,360.003
145,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,09-08-2016 11:00,223.088
146,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,09-08-2016 14:00,156.442
147,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,09-08-2016 17:00,147.402
148,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,10-08-2016 08:00,177.38
149,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,10-08-2016 11:00,258.011
150,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,10-08-2016 14:00,301.08
151,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,10-08-2016 17:00,278.333
152,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,11-08-2016 08:00,137.184
153,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,11-08-2016 11:00,137.052
154,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,11-08-2016 14:00,137.358
155,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,11-08-2016 17:00,119.339
156,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,12-08-2016 08:00,90.27
157,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,12-08-2016 11:00,84.262
158,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,12-08-2016 14:00,84.16
159,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,12-08-2016 17:00,77.12
160,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,13-08-2016 08:00,57.194
161,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,13-08-2016 11:00,57.395
162,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,13-08-2016 14:00,57.259
163,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,13-08-2016 17:00,51.156
164,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,14-08-2016 08:00,45.217
165,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,14-08-2016 11:00,45.173
166,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,14-08-2016 14:00,45.118
167,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,14-08-2016 17:00,38.17
168,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,15-08-2016 08:00,33.116
169,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,15-08-2016 11:00,33.089
170,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,15-08-2016 14:00,33.179
171,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,15-08-2016 17:00,33.053
172,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,16-08-2016 08:00,27.232
173,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,16-08-2016 11:00,27.208
174,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,16-08-2016 14:00,27.192
175,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,16-08-2016 17:00,21.117
176,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,17-08-2016 08:00,21.096
177,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,17-08-2016 11:00,21.089
178,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,17-08-2016 14:00,21.068
179,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,17-08-2016 17:00,21.138
180,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,18-08-2016 08:00,15.09
181,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,18-08-2016 11:00,15.108
182,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,18-08-2016 14:00,15.126
183,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,18-08-2016 17:00,21.138
184,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,19-08-2016 08:00,21.201
185,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,19-08-2016 11:00,15.138
186,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,19-08-2016 14:00,15.051
187,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,19-08-2016 17:00,21.039
188,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,20-08-2016 08:00,15.105
189,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,20-08-2016 11:00,15.12
190,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,20-08-2016 14:00,15.168
191,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,20-08-2016 17:00,15.15
192,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,21-08-2016 08:00,10.231
193,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,21-08-2016 11:00,10.221
194,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,21-08-2016 14:00,10.211
195,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,21-08-2016 17:00,10.216
196,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,22-08-2016 08:00,5.236
197,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,22-08-2016 11:00,5.228
198,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,22-08-2016 14:00,5.22
199,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,22-08-2016 17:00,5.224
200,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,23-08-2016 08:00,5.252
201,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,23-08-2016 11:00,5.21
202,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,23-08-2016 14:00,5.28
203,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,23-08-2016 17:00,5.176
204,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,24-08-2016 08:00,38.17
205,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,24-08-2016 11:00,38.14
206,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,24-08-2016 14:00,45.217
207,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,24-08-2016 17:00,70.157
208,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,25-08-2016 08:00,33.116
209,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,25-08-2016 11:00,27.16
210,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,25-08-2016 14:00,27.144
211,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,25-08-2016 17:00,21.25
212,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,26-08-2016 08:00,21.215
213,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,26-08-2016 11:00,15.138
214,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,26-08-2016 14:00,15.156
215,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,26-08-2016 17:00,15.18
216,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,27-08-2016 08:00,15.141
217,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,27-08-2016 11:00,15.129
218,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,27-08-2016 14:00,15.114
219,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,27-08-2016 17:00,15.102
220,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,28-08-2016 08:00,10.201
221,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,28-08-2016 11:00,10.181
222,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,28-08-2016 14:00,10.161
223,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,28-08-2016 17:00,10.141
224,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,29-08-2016 08:00,10.201
225,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,29-08-2016 11:00,10.176
226,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,29-08-2016 14:00,10.166
227,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,29-08-2016 17:00,10.156
228,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,30-08-2016 08:00,10.323
229,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,30-08-2016 11:00,10.298
230,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,30-08-2016 14:00,10.274
231,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,30-08-2016 17:00,10.253
232,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,31-08-2016 08:00,5.308
233,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,31-08-2016 11:00,5.292
234,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,31-08-2016 14:00,5.272
235,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,31-08-2016 17:00,5.264
236,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,01-09-2016 08:00,5.242
237,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,01-09-2016 11:00,5.314
238,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,01-09-2016 14:00,5.28
239,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,01-09-2016 17:00,5.272
240,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,02-09-2016 08:00,5.288
241,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,02-09-2016 11:00,5.25
242,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,02-09-2016 14:00,5.296
243,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,02-09-2016 17:00,5.284
244,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,03-09-2016 08:00,5.274
245,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,03-09-2016 11:00,5.254
246,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,03-09-2016 14:00,5.18
247,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,03-09-2016 17:00,5.168
248,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,04-09-2016 08:00,3.598
249,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,04-09-2016 11:00,3.59
250,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,04-09-2016 14:00,3.583
251,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,04-09-2016 17:00,3.575
252,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,05-09-2016 08:00,3.568
253,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,05-09-2016 11:00,3.562
254,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,05-09-2016 14:00,3.554
255,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,05-09-2016 17:00,3.548
256,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-09-2016 08:00,3.542
257,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-09-2016 11:00,3.536
258,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-09-2016 14:00,3.53
259,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,06-09-2016 17:00,3.52
260,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-09-2016 08:00,3.514
261,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-09-2016 11:00,3.511
262,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-09-2016 14:00,3.594
263,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,07-09-2016 17:00,5.226
264,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-09-2016 08:00,10.206
265,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-09-2016 11:00,10.114
266,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-09-2016 14:00,10.204
267,Ambica   Unai,Gujarat SW GW,24,Gujarat,641,TAPI,VYARA,-,-,Par,West flowing rivers from Tapi to Tadri,-,-,-,Par,20.86194444,73.34555556,08-09-2016 17:00,10.191
